Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr20	1178698	0.598687	5.242153
chr20	1179082	0.586889	5.242383
chr20	1179237	0.574572	5.242474
chr20	1179807	0.572863	5.242802
chr20	1180222	0.552263	5.243039
chr20	1181394	0.551918	5.243687
chr20	1181943	0.549330	5.243990
chr20	1182173	0.546435	5.244116
chr20	1183414	0.534326	5.244794
chr20	1183560	0.544660	5.244872
chr20	1184450	0.698486	5.245357
chr20	1184759	0.704738	5.245573
chr20	1184904	1.254758	5.245675
chr20	1184933	1.270299	5.245711
chr20	1185338	2.262916	5.246226
chr20	1185581	2.888093	5.246776
chr20	1186321	3.232122	5.248913
chr20	1188386	3.226227	5.255587
chr20	1188933	3.520008	5.257352
chr20	1189334	3.956791	5.258763
chr20	1190856	2.611497	5.264786
chr20	1191566	2.253123	5.266640
chr20	1193685	2.103363	5.271414
chr20	1195532	5.601476	5.275299
chr20	1195688	6.088286	5.276173
chr20	1195784	4.901069	5.276757
chr20	1195808	0.974613	5.276875
chr20	1205886	1.392132	5.286697
chr20	1208610	1.215841	5.290489
chr20	1208846	0.970441	5.290776
chr20	1210647	0.394871	5.292524
chr20	1212618	0.363739	5.293302
chr20	1214814	0.091668	5.294101
chr20	1216704	0.088230	5.294274
chr20	1217262	0.088044	5.294324
chr20	1217544	0.087529	5.294348
chr20	1217573	0.087354	5.294351
chr20	1217741	0.074222	5.294366
chr20	1217841	0.074117	5.294373
chr20	1218466	0.074101	5.294419
chr20	1219925	0.074078	5.294527
chr20	1220536	0.073993	5.294573
chr20	1220695	0.073965	5.294584
chr20	1221038	0.073671	5.294610
chr20	1221171	0.073390	5.294620
chr20	1221825	0.073381	5.294668
chr20	1221856	0.073316	5.294670
chr20	1223234	0.063622	5.294771
chr20	1223495	0.063562	5.294788
chr20	1224774	0.052386	5.294869
chr20	1225794	0.052788	5.294922
chr20	1226018	1.725861	5.294934
chr20	1226019	3.195153	5.294936
chr20	1226251	0.033793	5.295677
chr20	1226782	0.033759	5.295695
chr20	1227041	0.033678	5.295704
chr20	1227243	0.031244	5.295711
chr20	1227245	0.029252	5.295711
chr20	1228093	0.028368	5.295735
chr20	1228369	0.027662	5.295743
chr20	1230185	0.027662	5.295794
chr20	1231418	0.027635	5.295828
chr20	1231683	0.027579	5.295835
chr20	1232032	0.027573	5.295845
chr20	1232364	0.027552	5.295854
chr20	1233431	0.027552	5.295883
chr20	1233837	0.027552	5.295894
chr20	1233893	0.027552	5.295896
chr20	1234243	0.027552	5.295906
chr20	1234390	0.027552	5.295910
chr20	1234735	0.027543	5.295919
chr20	1241287	0.028407	5.296100
chr20	1243052	0.028479	5.296150
chr20	1246412	0.272239	5.296245
chr20	1248286	0.801683	5.296756
chr20	1249698	0.801683	5.297888
chr20	1250463	0.836586	5.298501
chr20	1252492	0.900163	5.300198
chr20	1252595	0.907978	5.300291
chr20	1253714	0.644816	5.301307
chr20	1255478	0.644703	5.302444
chr20	1256786	0.644703	5.303288
chr20	1256894	0.645013	5.303357
chr20	1256910	0.599685	5.303368
chr20	1257960	11.120598	5.303997
chr20	1258306	11.120615	5.307845
chr20	1260568	28.514402	5.333000
chr20	1261152	32.673354	5.349652
chr20	1261869	32.800597	5.373079
chr20	1261930	32.806933	5.375080
chr20	1262419	32.229153	5.391123
chr20	1263891	32.229153	5.438564
chr20	1263948	22.546582	5.440401
chr20	1264026	0.384923	5.442160
chr20	1264662	0.381825	5.442404
chr20	1265077	0.380759	5.442563
chr20	1265152	0.380591	5.442591
chr20	1266403	0.378928	5.443067
chr20	1267130	0.380589	5.443343
chr20	1268250	0.371691	5.443769
chr20	1268462	0.371674	5.443848
chr20	1269588	0.341864	5.444266
chr20	1270094	0.332884	5.444439
chr20	1270205	0.326054	5.444476
chr20	1271545	0.351619	5.444913
chr20	1271726	0.354978	5.444977
chr20	1271830	0.418627	5.445014
chr20	1271886	0.496507	5.445037
chr20	1272219	0.580791	5.445203
chr20	1272405	0.685778	5.445311
chr20	1272532	0.752618	5.445398
chr20	1272686	0.882332	5.445514
chr20	1272734	0.895146	5.445556
chr20	1273270	1.244617	5.446036
chr20	1273711	3.181980	5.446585
chr20	1274231	0.877217	5.448239
chr20	1275999	0.873940	5.449790
chr20	1277099	0.843096	5.450752
chr20	1277157	0.810989	5.450801
chr20	1278770	0.799810	5.452109
chr20	1279336	0.820610	5.452561
chr20	1280320	0.822752	5.453369
chr20	1280925	0.829999	5.453867
chr20	1280995	0.837644	5.453925
chr20	1281004	0.841996	5.453932
chr20	1281685	0.854201	5.454506
chr20	1281906	0.796212	5.454694
chr20	1282016	0.824875	5.454782
chr20	1283523	0.833338	5.456025
chr20	1284273	0.831919	5.456650
chr20	1285196	0.832189	5.457418
chr20	1285933	0.836010	5.458031
chr20	1287051	0.837952	5.458966
chr20	1287105	0.839742	5.459011
chr20	1287251	0.843298	5.459134
chr20	1288223	0.867419	5.459953
chr20	1289337	1.317580	5.460920
chr20	1289585	1.316068	5.461247
chr20	1290151	2.154222	5.461991
chr20	1290699	2.970949	5.463172
chr20	1291018	5.544082	5.464120
chr20	1291739	5.544062	5.468117
chr20	1291778	5.573834	5.468333
chr20	1291826	5.601575	5.468601
chr20	1291928	5.617172	5.469172
chr20	1292108	5.617882	5.470183
chr20	1292369	5.615656	5.471649
chr20	1292449	5.612829	5.472099
chr20	1292845	5.608148	5.474321
chr20	1292989	5.608148	5.475129
chr20	1293008	5.604348	5.475235
chr20	1293046	5.596165	5.475448
chr20	1293247	5.495673	5.476573
chr20	1293536	4.764433	5.478162
chr20	1294431	4.726645	5.482426
chr20	1295538	4.203957	5.487658
chr20	1295639	3.921663	5.488083
chr20	1295720	3.749179	5.488400
chr20	1295722	3.575807	5.488408
chr20	1295889	3.057706	5.489005
chr20	1296044	2.887234	5.489479
chr20	1296811	2.842416	5.491693
chr20	1296833	2.922335	5.491756
chr20	1297516	10.113076	5.493752
chr20	1298227	13.670981	5.500942
chr20	1298257	14.917208	5.501352
chr20	1298329	15.015248	5.502427
chr20	1298397	15.070721	5.503448
chr20	1298794	15.070721	5.509431
chr20	1299968	6.616692	5.527124
chr20	1300433	3.578829	5.530200
chr20	1300456	0.906422	5.530283
chr20	1301598	0.915921	5.531318
chr20	1302727	1.394269	5.532352
chr20	1303953	1.613101	5.534061
chr20	1304120	1.975482	5.534331
chr20	1305272	1.751128	5.536606
chr20	1305773	0.850163	5.537484
chr20	1306270	0.685281	5.537906
chr20	1306292	0.503469	5.537921
chr20	1307888	0.454401	5.538725
chr20	1310688	0.428006	5.539997
chr20	1311268	0.399129	5.540245
chr20	1311471	0.378262	5.540326
chr20	1311981	0.362251	5.540519
chr20	1312139	0.348273	5.540577
chr20	1312559	0.343843	5.540723
chr20	1313762	0.349158	5.541137
chr20	1313936	0.361569	5.541197
chr20	1313944	0.366897	5.541200
chr20	1313993	0.366901	5.541218
chr20	1314055	0.389402	5.541241
chr20	1314265	0.427702	5.541323
chr20	1315992	0.629112	5.542061
chr20	1317477	0.738686	5.542996
chr20	1317781	0.664365	5.543220
chr20	1317816	0.587471	5.543243
chr20	1318196	0.579126	5.543467
chr20	1318214	0.569065	5.543477
chr20	1318261	0.561670	5.543504
chr20	1318471	0.561672	5.543622
chr20	1319293	0.561703	5.544083
chr20	1319743	0.526461	5.544336
chr20	1322244	0.756510	5.545653
chr20	1322420	0.819347	5.545786
chr20	1322472	0.859104	5.545829
chr20	1322626	0.773598	5.545961
chr20	1323192	0.573319	5.546399
chr20	1323934	0.571696	5.546824
chr20	1323935	0.575940	5.546825
chr20	1325687	1.768225	5.547834
chr20	1325720	2.663176	5.547892
chr20	1325896	2.858777	5.548361
chr20	1326001	2.987050	5.548661
chr20	1326413	3.091989	5.549892
chr20	1328230	2.082276	5.555510
chr20	1330909	1.879145	5.561088
chr20	1331699	1.707336	5.562573
chr20	1331762	1.562399	5.562680
chr20	1331775	1.423544	5.562701
chr20	1332254	1.352370	5.563383
chr20	1334602	2.606763	5.566558
chr20	1334745	4.426776	5.566931
chr20	1334922	2.592626	5.567714
chr20	1335023	1.344806	5.567976
chr20	1335187	1.023097	5.568197
chr20	1335663	0.912545	5.568684
chr20	1335791	0.902612	5.568800
chr20	1335865	0.774535	5.568867
chr20	1336113	0.764497	5.569059
chr20	1336654	0.743347	5.569473
chr20	1337254	0.743181	5.569919
chr20	1337967	0.756240	5.570449
chr20	1338437	0.791161	5.570804
chr20	1338903	1.414295	5.571173
chr20	1339076	2.710334	5.571418
chr20	1339655	3.599235	5.572987
chr20	1339758	3.707179	5.573358
chr20	1340390	3.714515	5.575701
chr20	1340945	2.543004	5.577762
chr20	1340965	1.209071	5.577813
chr20	1341197	1.203533	5.578093
chr20	1342026	1.199726	5.579091
chr20	1342187	1.197883	5.579284
chr20	1342533	1.223163	5.579699
chr20	1342644	1.238883	5.579835
chr20	1343807	1.292600	5.581275
chr20	1344374	1.293225	5.582008
chr20	1344775	1.290262	5.582527
chr20	1344974	1.283188	5.582784
chr20	1346162	1.277613	5.584308
chr20	1346236	1.271588	5.584403
chr20	1346381	1.260397	5.584587
chr20	1346596	1.244687	5.584858
chr20	1347968	1.240083	5.586566
chr20	1347998	1.235408	5.586603
chr20	1348426	1.226831	5.587132
chr20	1348542	1.220166	5.587274
chr20	1349052	1.219461	5.587896
chr20	1349326	1.213009	5.588230
chr20	1350672	1.209781	5.589863
chr20	1350709	1.205431	5.589908
chr20	1352322	1.004131	5.591852
chr20	1353731	0.996981	5.593267
chr20	1354410	0.810302	5.593944
chr20	1354483	0.644854	5.594003
chr20	1355044	0.264298	5.594365
chr20	1357185	0.265206	5.594931
chr20	1357852	0.279202	5.595108
chr20	1358126	0.280042	5.595184
chr20	1358272	0.297615	5.595225
chr20	1359238	0.298187	5.595513
chr20	1359352	0.315083	5.595547
chr20	1359688	0.315797	5.595652
chr20	1360324	0.316505	5.595853
chr20	1360478	0.407922	5.595902
chr20	1361020	0.473250	5.596123
chr20	1362406	0.484149	5.596779
chr20	1362590	0.485591	5.596868
chr20	1362849	0.486687	5.596994
chr20	1363034	0.485463	5.597084
chr20	1363295	0.484141	5.597211
chr20	1363527	0.483960	5.597323
chr20	1364154	0.484870	5.597626
chr20	1364521	0.488015	5.597804
chr20	1364598	0.493269	5.597842
chr20	1365530	0.504558	5.598302
chr20	1367375	0.581232	5.599233
chr20	1367535	0.586237	5.599326
chr20	1368127	0.623042	5.599673
chr20	1368389	0.705308	5.599836
chr20	1369198	0.996291	5.600406
chr20	1369430	0.997983	5.600638
chr20	1369825	0.945178	5.601032
chr20	1369954	0.836069	5.601154
chr20	1370252	0.654289	5.601403
chr20	1371697	0.591043	5.602348
chr20	1374364	0.575546	5.603925
chr20	1376444	0.410952	5.605122
chr20	1376611	0.287707	5.605190
chr20	1377937	0.290386	5.605572
chr20	1380901	0.389436	5.606433
chr20	1381196	0.711394	5.606547
chr20	1381564	0.867218	5.606809
chr20	1382500	1.016797	5.607621
chr20	1382825	1.028177	5.607951
chr20	1383173	1.053095	5.608309
chr20	1383325	2.043674	5.608469
chr20	1383729	0.903321	5.609295
chr20	1383965	0.689421	5.609508
chr20	1384215	0.679620	5.609680
chr20	1384298	0.676372	5.609737
chr20	1384338	0.674469	5.609764
chr20	1384427	0.681836	5.609824
chr20	1384658	0.682197	5.609981
chr20	1385067	17.541206	5.610260
chr20	1385863	17.558390	5.624223
chr20	1386295	12.053198	5.631809
chr20	1386395	11.980801	5.633014
chr20	1386473	1.677015	5.633948
chr20	1386940	1.234180	5.634732
chr20	1387039	1.159759	5.634854
chr20	1387340	0.038616	5.635203
chr20	1387366	0.037603	5.635204
chr20	1387621	0.034445	5.635213
chr20	1387658	0.034180	5.635215
chr20	1387687	0.034097	5.635216
chr20	1387918	0.034058	5.635224
chr20	1387950	0.034033	5.635225
chr20	1388068	0.034023	5.635229
chr20	1388170	0.033969	5.635232
chr20	1388219	0.033984	5.635234
chr20	1388312	0.033972	5.635237
chr20	1388425	0.033951	5.635241
chr20	1388576	0.034033	5.635246
chr20	1389097	0.513051	5.635264
chr20	1389134	1.538564	5.635283
chr20	1389425	0.031833	5.635730
chr20	1389773	0.031833	5.635741
chr20	1390579	0.032878	5.635767
chr20	1391334	0.032871	5.635792
chr20	1391391	2.428245	5.635794
chr20	1391436	3.834705	5.635903
chr20	1391585	0.026575	5.636474
chr20	1391958	0.031478	5.636484
chr20	1392087	0.045885	5.636488
chr20	1392373	0.082244	5.636501
chr20	1392603	0.128186	5.636520
chr20	1392955	0.304114	5.636566
chr20	1393279	0.157317	5.636664
chr20	1393671	0.163331	5.636726
chr20	1393861	1.216116	5.636757
chr20	1394560	0.151568	5.637607
chr20	1394917	0.151000	5.637661
chr20	1395107	0.152822	5.637690
chr20	1395547	0.153187	5.637757
chr20	1395780	0.457863	5.637793
chr20	1395793	0.781451	5.637799
chr20	1395993	1.447629	5.637955
chr20	1396556	1.433637	5.638770
chr20	1396653	0.686482	5.638909
chr20	1397122	0.548501	5.639231
chr20	1397410	0.207515	5.639389
chr20	1397439	0.015228	5.639395
chr20	1397731	0.014991	5.639399
chr20	1397898	0.014989	5.639402
chr20	1397928	0.015020	5.639402
chr20	1399251	0.026598	5.639422
chr20	1399359	0.040996	5.639425
chr20	1399937	0.087110	5.639449
chr20	1399985	0.087110	5.639453
chr20	1400227	0.153270	5.639474
chr20	1400324	0.520938	5.639489
chr20	1400673	0.071618	5.639671
chr20	1401261	0.071660	5.639713
chr20	1401732	0.072283	5.639746
chr20	1402161	0.074164	5.639777
chr20	1402213	0.075567	5.639781
chr20	1402295	0.077323	5.639788
chr20	1403686	0.093169	5.639895
chr20	1403922	0.107602	5.639917
chr20	1404371	0.131285	5.639965
chr20	1406136	0.190319	5.640197
chr20	1406175	0.279243	5.640205
chr20	1406212	0.357985	5.640215
chr20	1406877	0.360149	5.640453
chr20	1407404	0.359106	5.640643
chr20	1407929	0.360913	5.640831
chr20	1408490	0.364618	5.641034
chr20	1409435	0.365108	5.641378
chr20	1409567	0.365831	5.641426
chr20	1409757	2.242964	5.641496
chr20	1410480	2.306433	5.643118
chr20	1410582	3.180006	5.643353
chr20	1410818	0.376910	5.644103
chr20	1413092	0.062193	5.644960
chr20	1414652	0.053836	5.645057
chr20	1415177	0.053583	5.645086
chr20	1415263	0.053607	5.645090
chr20	1415305	0.053786	5.645093
chr20	1415398	0.054376	5.645098
chr20	1416066	0.063364	5.645134
chr20	1416182	0.083061	5.645141
chr20	1416521	0.380847	5.645169
chr20	1416737	0.506348	5.645252
chr20	1419199	0.191899	5.646498
chr20	1419294	0.036286	5.646517
chr20	1419526	0.023530	5.646525
chr20	1419846	0.023515	5.646533
chr20	1420336	0.023509	5.646544
chr20	1420757	0.023509	5.646554
chr20	1421054	0.023588	5.646561
chr20	1421932	0.030595	5.646582
chr20	1422265	0.030595	5.646592
chr20	1422801	0.445132	5.646608
chr20	1423533	0.077574	5.646934
chr20	1423848	0.028146	5.646958
chr20	1423909	0.008727	5.646960
chr20	1424303	0.008312	5.646964
chr20	1425078	0.008510	5.646970
chr20	1426393	0.015570	5.646981
chr20	1426685	0.022935	5.646986
chr20	1426861	0.029230	5.646990
chr20	1428497	0.363823	5.647038
chr20	1428567	1.267807	5.647063
chr20	1429135	0.037990	5.647783
chr20	1430204	1.311356	5.647824
chr20	1430550	0.098749	5.648278
chr20	1434368	0.113490	5.648655
chr20	1434555	0.125249	5.648676
chr20	1434888	0.125250	5.648718
chr20	1435905	0.125250	5.648845
chr20	1437148	0.126669	5.649001
chr20	1438230	0.125654	5.649138
chr20	1441741	0.274141	5.649579
chr20	1441841	0.357829	5.649606
chr20	1442052	0.455508	5.649682
chr20	1442790	0.465130	5.650018
chr20	1442921	0.908723	5.650079
chr20	1445772	1.582510	5.652670
chr20	1445821	4.134301	5.652747
chr20	1449495	1.768173	5.667937
chr20	1453039	1.176294	5.674203
chr20	1453457	0.742352	5.674695
chr20	1453512	0.440965	5.674736
chr20	1455810	0.441081	5.675749
chr20	1456079	0.445393	5.675868
chr20	1456141	0.445312	5.675895
chr20	1456929	0.445634	5.676246
chr20	1457573	0.446427	5.676533
chr20	1458876	0.460865	5.677115
chr20	1459060	0.464024	5.677200
chr20	1461415	1.154971	5.678292
chr20	1462151	3.450842	5.679142
chr20	1462889	3.182725	5.681689
chr20	1463027	1.837224	5.682128
chr20	1463344	0.693389	5.682711
chr20	1465597	0.205803	5.684273
chr20	1466646	0.148291	5.684489
chr20	1467917	0.146062	5.684677
chr20	1468516	0.099882	5.684765
chr20	1469390	0.099879	5.684852
chr20	1469960	0.082759	5.684909
chr20	1470343	0.139776	5.684941
chr20	1470518	0.185886	5.684965
chr20	1470665	0.312403	5.684992
chr20	1470881	0.919024	5.685060
chr20	1471420	2.288629	5.685555
chr20	1471610	2.324304	5.685990
chr20	1471714	2.338638	5.686232
chr20	1471903	2.344993	5.686674
chr20	1472117	2.339633	5.687176
chr20	1472296	2.342278	5.687594
chr20	1472408	0.931487	5.687857
chr20	1472720	0.795475	5.688147
chr20	1472779	0.509153	5.688194
chr20	1472818	0.123009	5.688214
chr20	1473160	0.051453	5.688256
chr20	1473397	0.038417	5.688268
chr20	1473605	0.035738	5.688276
chr20	1473630	0.034265	5.688277
chr20	1474132	0.034256	5.688295
chr20	1474405	0.034259	5.688304
chr20	1474481	0.034185	5.688307
chr20	1474763	0.034188	5.688316
chr20	1474950	0.034158	5.688323
chr20	1475139	0.034164	5.688329
chr20	1475145	0.034164	5.688329
chr20	1475619	0.034151	5.688345
chr20	1475635	0.034176	5.688346
chr20	1476590	0.034192	5.688379
chr20	1476712	0.034186	5.688383
chr20	1477743	0.034181	5.688418
chr20	1478429	0.034307	5.688441
chr20	1480341	1.090017	5.688507
chr20	1481050	6.889438	5.689280
chr20	1481228	6.131705	5.690506
chr20	1481371	1.301766	5.691383
chr20	1482165	0.826578	5.692417
chr20	1482307	0.720631	5.692534
chr20	1483167	0.202492	5.693154
chr20	1483640	0.177429	5.693250
chr20	1483926	0.169841	5.693300
chr20	1484361	0.167425	5.693374
chr20	1484382	0.165086	5.693378
chr20	1485256	0.165663	5.693522
chr20	1485337	0.166148	5.693535
chr20	1485416	0.167053	5.693549
chr20	1485913	0.166684	5.693632
chr20	1486202	0.166453	5.693680
chr20	1486637	0.165826	5.693752
chr20	1486722	0.164876	5.693766
chr20	1486804	0.164386	5.693780
chr20	1487758	8.871158	5.693937
chr20	1487850	8.874050	5.694753
chr20	1488181	35.303223	5.697690
chr20	1488653	35.315864	5.714353
chr20	1489630	8.882029	5.748857
chr20	1490028	7.958202	5.752392
chr20	1490152	0.413821	5.753379
chr20	1490857	0.296811	5.753670
chr20	1492070	0.273409	5.754030
chr20	1492420	0.255326	5.754126
chr20	1493197	0.255326	5.754324
chr20	1493263	0.251653	5.754341
chr20	1494464	0.563219	5.754644
chr20	1494492	0.562670	5.754659
chr20	1495235	0.562756	5.755077
chr20	1495665	0.667601	5.755319
chr20	1496279	2.249618	5.755729
chr20	1496473	2.415342	5.756166
chr20	1497197	2.400828	5.757914
chr20	1497450	2.250750	5.758522
chr20	1497623	1.528174	5.758911
chr20	1497792	0.845612	5.759169
chr20	1497804	0.322568	5.759180
chr20	1497913	0.312800	5.759215
chr20	1498212	0.325701	5.759308
chr20	1498275	0.350288	5.759329
chr20	1498363	0.393787	5.759360
chr20	1498614	0.431384	5.759458
chr20	1498697	0.431384	5.759494
chr20	1499127	0.431384	5.759680
chr20	1499415	0.079378	5.759804
chr20	1499723	0.013938	5.759828
chr20	1499921	0.007049	5.759831
chr20	1500175	0.006637	5.759833
chr20	1500404	0.006530	5.759835
chr20	1500506	0.006530	5.759835
chr20	1501211	0.006529	5.759840
chr20	1501235	0.006529	5.759840
chr20	1501393	0.006529	5.759841
chr20	1501650	0.006537	5.759843
chr20	1502048	0.006537	5.759845
chr20	1502492	0.006534	5.759848
chr20	1502649	0.006534	5.759849
chr20	1502815	0.006536	5.759850
chr20	1503297	0.006563	5.759853
chr20	1504992	0.918551	5.759865
chr20	1506768	1.086970	5.761496
chr20	1508141	0.880590	5.762988
chr20	1508335	0.454734	5.763159
chr20	1510950	0.455839	5.764348
chr20	1512273	0.509635	5.764951
chr20	1512623	0.508930	5.765130
chr20	1513443	0.639763	5.765547
chr20	1513842	0.741341	5.765802
chr20	1516617	0.748258	5.767860
chr20	1516906	0.738685	5.768076
chr20	1517301	0.756261	5.768368
chr20	1517979	0.937251	5.768880
chr20	1518100	1.127047	5.768994
chr20	1518155	1.219418	5.769056
chr20	1518309	1.161887	5.769243
chr20	1518384	1.084548	5.769331
chr20	1518412	0.986632	5.769361
chr20	1519511	0.327897	5.770445
chr20	1520042	0.061404	5.770619
chr20	1520883	0.035020	5.770671
chr20	1528038	0.035059	5.770922
chr20	1529253	0.035059	5.770964
chr20	1529499	0.035076	5.770973
chr20	1530150	0.035076	5.770996
chr20	1530197	0.035152	5.770997
chr20	1532595	0.035900	5.771082
chr20	1532787	0.036747	5.771089
chr20	1533205	0.036744	5.771104
chr20	1533818	0.037851	5.771126
chr20	1534474	0.039541	5.771151
chr20	1534508	0.041643	5.771153
chr20	1535030	0.041643	5.771174
chr20	1536360	0.042509	5.771230
chr20	1536396	0.043908	5.771231
chr20	1538249	0.374089	5.771313
chr20	1538266	0.726727	5.771319
chr20	1538870	1.536856	5.771758
chr20	1539019	1.649583	5.771987
chr20	1539165	1.755308	5.772228
chr20	1539331	1.618001	5.772519
chr20	1539350	1.498195	5.772550
chr20	1539420	1.354011	5.772655
chr20	1539444	1.207190	5.772687
chr20	1539689	1.282790	5.772983
chr20	1540237	0.715922	5.773686
chr20	1540433	0.746070	5.773826
chr20	1540783	0.742235	5.774087
chr20	1541295	0.554378	5.774467
chr20	1541301	0.358456	5.774471
chr20	1541969	0.359776	5.774710
chr20	1542232	0.361248	5.774805
chr20	1542954	0.471361	5.775066
chr20	1542979	0.471411	5.775077
chr20	1542987	0.475959	5.775081
chr20	1543066	0.613339	5.775119
chr20	1543409	0.633721	5.775329
chr20	1544843	1.880471	5.776238
chr20	1545468	1.882909	5.777413
chr20	1545617	1.827252	5.777694
chr20	1545635	1.732795	5.777727
chr20	1545857	1.311358	5.778111
chr20	1546207	0.593411	5.778570
chr20	1546450	0.491042	5.778715
chr20	1546911	0.473254	5.778941
chr20	1549402	0.299345	5.780120
chr20	1551097	0.307611	5.780627
chr20	1552430	0.366035	5.781037
chr20	1552457	0.422995	5.781047
chr20	1556758	0.431153	5.782866
chr20	1557954	0.431141	5.783382
chr20	1559259	0.431141	5.783945
chr20	1561932	0.431621	5.785097
chr20	1562043	0.377019	5.785145
chr20	1562047	0.296543	5.785147
chr20	1572408	0.226764	5.788219
chr20	1576649	0.226695	5.789181
chr20	1576714	0.226655	5.789195
chr20	1582388	0.226654	5.790482
chr20	1585060	0.154178	5.791087
chr20	1585838	0.115410	5.791207
chr20	1592489	0.133229	5.791975
chr20	1593487	0.566742	5.792108
chr20	1596963	0.592307	5.794078
chr20	1597228	0.602102	5.794235
chr20	1599142	0.608099	5.795387
chr20	1600524	0.610296	5.796227
chr20	1600794	0.612547	5.796392
chr20	1600925	0.614387	5.796472
chr20	1601167	0.616882	5.796621
chr20	1602051	0.618088	5.797166
chr20	1602206	0.623665	5.797262
chr20	1602704	0.633077	5.797573
chr20	1602956	0.633221	5.797732
chr20	1603143	0.642754	5.797851
chr20	1604071	0.659367	5.798447
chr20	1605165	0.804640	5.799169
chr20	1608014	1.030417	5.801461
chr20	1608108	5.160511	5.801558
chr20	1608210	10.279145	5.802084
chr20	1609014	29.279517	5.810349
chr20	1609256	29.279517	5.817434
chr20	1609262	29.373998	5.817610
chr20	1609355	29.373998	5.820342
chr20	1609495	29.373998	5.824454
chr20	1609640	29.373998	5.828713
chr20	1609952	29.373998	5.837878
chr20	1610201	17.732098	5.845192
chr20	1610551	10.305965	5.851398
chr20	1610790	3.176103	5.853862
chr20	1610812	1.065183	5.853931
chr20	1610894	1.063923	5.854019
chr20	1610939	1.062965	5.854067
chr20	1612072	0.648654	5.855271
chr20	1612491	0.513770	5.855543
chr20	1612700	0.480693	5.855650
chr20	1612819	0.468384	5.855707
chr20	1613011	0.464460	5.855797
chr20	1613956	1.786811	5.856236
chr20	1614288	2.428320	5.856829
chr20	1615228	2.629778	5.859112
chr20	1615308	2.935467	5.859322
chr20	1615959	2.795441	5.861233
chr20	1616118	2.795441	5.861678
chr20	1616137	2.584860	5.861731
chr20	1616206	2.359659	5.861909
chr20	1617069	2.346639	5.863946
chr20	1617592	2.345916	5.865173
chr20	1617913	1.327422	5.865926
chr20	1618752	0.465409	5.867040
chr20	1621686	0.467107	5.868405
chr20	1623032	0.573495	5.869034
chr20	1623870	0.453747	5.869515
chr20	1624766	0.457963	5.869921
chr20	1625156	0.397192	5.870100
chr20	1626407	0.514866	5.870597
chr20	1626843	0.167354	5.870821
chr20	1628396	0.164779	5.871081
chr20	1628853	0.164719	5.871156
chr20	1630601	0.165246	5.871444
chr20	1630823	0.164963	5.871481
chr20	1630860	0.164970	5.871487
chr20	1631346	0.165697	5.871567
chr20	1631663	0.167762	5.871620
chr20	1631716	0.168980	5.871629
chr20	1632271	0.169871	5.871722
chr20	1633018	0.174208	5.871849
chr20	1633768	0.179353	5.871980
chr20	1635596	0.188675	5.872308
chr20	1636944	0.416973	5.872562
chr20	1637879	0.267744	5.872952
chr20	1638578	0.259494	5.873139
chr20	1639169	0.261805	5.873293
chr20	1640019	0.257842	5.873515
chr20	1640267	0.311149	5.873579
chr20	1640322	0.397601	5.873596
chr20	1641146	0.241850	5.873924
chr20	1642302	0.441022	5.874203
chr20	1642861	0.475774	5.874450
chr20	1643108	0.475848	5.874567
chr20	1644269	0.398740	5.875120
chr20	1644290	0.398768	5.875128
chr20	1644291	0.324659	5.875129
chr20	1644304	0.248315	5.875133
chr20	1645502	0.247900	5.875430
chr20	1645830	0.275903	5.875512
chr20	1647216	0.276096	5.875894
chr20	1647443	0.223883	5.875957
chr20	1647702	0.200653	5.876015
chr20	1648606	0.194675	5.876196
chr20	1649772	0.194480	5.876423
chr20	1650040	0.193727	5.876475
chr20	1650577	0.193654	5.876579
chr20	1651420	0.193928	5.876742
chr20	1651602	0.197128	5.876778
chr20	1651660	0.200671	5.876789
chr20	1651788	0.205904	5.876815
chr20	1651969	0.214976	5.876852
chr20	1652560	2.843184	5.876979
chr20	1652664	11.523872	5.877275
chr20	1653863	11.523544	5.891092
chr20	1653936	11.523544	5.891933
chr20	1654995	0.322077	5.904137
chr20	1656733	0.061288	5.904696
chr20	1656854	0.005952	5.904704
chr20	1657107	0.005699	5.904705
chr20	1657500	0.005696	5.904708
chr20	1657529	0.005688	5.904708
chr20	1658211	0.005688	5.904712
chr20	1658258	0.005688	5.904712
chr20	1658436	0.005688	5.904713
chr20	1658909	0.005686	5.904716
chr20	1659171	0.005687	5.904717
chr20	1659461	0.005687	5.904719
chr20	1659728	0.005688	5.904720
chr20	1659992	0.005767	5.904722
chr20	1660040	0.006050	5.904722
chr20	1660075	0.006050	5.904722
chr20	1660099	0.006073	5.904722
chr20	1660157	0.006189	5.904723
chr20	1660689	6.398294	5.904726
chr20	1660799	0.019237	5.905430
chr20	1661245	0.019277	5.905438
chr20	1661991	0.019487	5.905453
chr20	1662750	0.027523	5.905468
chr20	1662809	0.056623	5.905469
chr20	1662871	14.960284	5.905473
chr20	1662909	0.258326	5.906041
chr20	1662999	0.355760	5.906064
chr20	1663066	0.429748	5.906088
chr20	1663539	0.449490	5.906292
chr20	1663561	0.468572	5.906301
chr20	1664840	0.539473	5.906901
chr20	1665151	0.543143	5.907069
chr20	1665172	0.549140	5.907080
chr20	1665474	0.556555	5.907246
chr20	1666106	7.451347	5.907598
chr20	1666253	2.803073	5.908693
